driver_rating,food_type,weather_condition,packaging_type,customer_past_complaints,city,delivery_duration,complaint
3.3,Non-Veg,Clear,Box,1,Wakad,34.1,0
2.4,Non-Veg,Rain,Box,5,Hinjewadi,18.0,0
2.8,Non-Veg,Storm,Paper,2,Wakad,62.7,1
1.9,Veg,Fog,Paper,0,Pimpri,45.9,1
1.4,Non-Veg,Storm,Plastic,5,Swargate,33.1,0
2.0,Veg,Rain,Plastic,2,Koregaon Park,48.8,1
3.3,Non-Veg,Clear,Plastic,1,Baner,16.3,0
2.3,Veg,Clear,Foil,1,Swargate,62.6,1
3.1,Veg,Rain,Plastic,0,Hadapsar,57.1,0
2.2,Veg,Fog,Foil,2,Swargate,22.1,0
1.0,Non-Veg,Storm,Foil,1,Hadapsar,20.9,0
3.9,Veg,Rain,Plastic,3,Hadapsar,35.3,0
4.8,Veg,Clear,Plastic,1,Viman Nagar,66.5,0
2.0,Non-Veg,Clear,Paper,4,Pimpri,83.9,0
4.7,Veg,Fog,Box,3,Swargate,43.2,0
3.0,Veg,Rain,Foil,1,Wakad,63.3,1
2.5,Veg,Rain,Plastic,1,Wakad,18.7,0
1.3,Non-Veg,Fog,Paper,1,Shivaji Nagar,40.4,0
1.3,Veg,Rain,Box,0,Koregaon Park,55.6,1
3.4,Veg,Storm,Foil,5,Pimpri,62.4,1
3.6,Veg,Rain,Foil,4,Koregaon Park,33.3,1
4.0,Non-Veg,Storm,Paper,5,Hinjewadi,36.9,0
1.3,Veg,Storm,Foil,1,Koregaon Park,61.7,0
2.7,Veg,Rain,Plastic,5,Kothrud,78.3,0
4.6,Non-Veg,Fog,Foil,1,Kothrud,55.7,0
1.1,Veg,Storm,Box,5,Wakad,64.0,1
3.5,Veg,Clear,Paper,4,Hadapsar,84.2,0
1.1,Non-Veg,Storm,Foil,2,Hadapsar,28.8,0
1.7,Veg,Clear,Foil,0,Swargate,15.4,0
1.2,Non-Veg,Rain,Paper,2,Swargate,15.0,0
4.2,Non-Veg,Clear,Paper,3,Viman Nagar,23.5,0
3.4,Non-Veg,Rain,Plastic,1,Baner,57.4,0
4.8,Veg,Rain,Plastic,3,Kothrud,76.5,0
2.4,Veg,Rain,Paper,1,Viman Nagar,82.6,1
4.1,Non-Veg,Fog,Foil,0,Wakad,89.8,0
1.5,Veg,Fog,Paper,0,Kothrud,47.5,0
1.4,Veg,Storm,Foil,5,Pimpri,38.8,0
3.8,Veg,Clear,Plastic,1,Kothrud,74.7,0
3.5,Non-Veg,Storm,Foil,4,Koregaon Park,81.3,0
4.1,Veg,Rain,Box,0,Hinjewadi,41.1,0
2.7,Veg,Clear,Plastic,1,Hinjewadi,29.5,0
3.7,Veg,Rain,Box,2,Hadapsar,12.2,1
1.0,Non-Veg,Storm,Foil,5,Kothrud,88.6,1
1.5,Non-Veg,Rain,Foil,4,Shivaji Nagar,40.7,1
4.5,Veg,Rain,Foil,0,Viman Nagar,50.0,0
2.2,Veg,Rain,Box,0,Baner,72.8,0
1.8,Veg,Rain,Foil,0,Hinjewadi,80.2,1
2.8,Non-Veg,Clear,Foil,3,Koregaon Park,42.5,0
2.4,Veg,Storm,Paper,4,Wakad,40.5,0
4.5,Non-Veg,Rain,Box,5,Shivaji Nagar,60.5,1
4.0,Non-Veg,Fog,Plastic,5,Koregaon Park,46.7,1
2.4,Non-Veg,Rain,Paper,5,Hinjewadi,56.8,1
2.9,Veg,Fog,Plastic,4,Swargate,14.3,1
2.8,Non-Veg,Clear,Box,0,Shivaji Nagar,78.1,1
4.0,Veg,Fog,Paper,3,Koregaon Park,23.8,0
1.5,Non-Veg,Rain,Paper,2,Koregaon Park,14.1,0
3.3,Veg,Clear,Box,4,Hinjewadi,16.2,0
4.6,Non-Veg,Fog,Plastic,5,Koregaon Park,53.7,1
1.1,Veg,Fog,Plastic,2,Wakad,58.2,1
4.8,Veg,Rain,Foil,0,Wakad,85.9,0
1.1,Non-Veg,Rain,Paper,1,Koregaon Park,36.5,0
3.8,Veg,Storm,Plastic,1,Baner,66.7,0
4.3,Veg,Fog,Box,5,Kothrud,13.6,0
2.5,Veg,Clear,Paper,1,Swargate,66.7,0
1.5,Non-Veg,Rain,Foil,3,Hinjewadi,67.4,1
3.2,Veg,Storm,Paper,4,Pimpri,43.0,0
1.1,Veg,Rain,Foil,0,Viman Nagar,50.0,1
4.8,Non-Veg,Storm,Box,1,Pimpri,19.8,1
3.9,Non-Veg,Storm,Paper,2,Pimpri,28.8,0
1.5,Veg,Fog,Box,3,Hinjewadi,86.6,1
1.8,Veg,Fog,Foil,3,Wakad,38.9,0
2.6,Veg,Storm,Paper,0,Shivaji Nagar,62.3,0
2.4,Non-Veg,Fog,Plastic,1,Hinjewadi,56.0,1
1.6,Veg,Fog,Box,1,Shivaji Nagar,48.1,0
4.4,Veg,Fog,Foil,0,Pimpri,61.6,0
3.8,Non-Veg,Fog,Foil,1,Baner,86.2,1
1.7,Veg,Clear,Box,0,Baner,82.0,0
3.3,Non-Veg,Fog,Box,1,Wakad,14.8,0
2.8,Non-Veg,Rain,Plastic,2,Swargate,30.2,0
3.3,Non-Veg,Fog,Paper,5,Viman Nagar,80.4,0
4.0,Non-Veg,Storm,Foil,3,Hadapsar,75.7,0
2.3,Non-Veg,Clear,Foil,3,Kothrud,23.6,0
2.6,Veg,Rain,Box,3,Viman Nagar,36.9,0
3.6,Non-Veg,Rain,Foil,0,Baner,33.0,0
1.6,Non-Veg,Storm,Plastic,4,Koregaon Park,66.1,1
4.8,Non-Veg,Fog,Foil,1,Koregaon Park,65.4,1
1.4,Non-Veg,Storm,Plastic,0,Kothrud,43.5,0
4.6,Veg,Rain,Box,3,Hinjewadi,54.5,0
4.0,Veg,Rain,Foil,1,Baner,12.0,0
5.0,Veg,Rain,Foil,5,Wakad,59.1,0
4.0,Non-Veg,Rain,Plastic,2,Pimpri,51.2,1
3.7,Veg,Fog,Paper,0,Shivaji Nagar,52.4,0
4.5,Veg,Clear,Box,5,Baner,80.7,0
3.5,Veg,Storm,Box,5,Swargate,15.7,0
4.7,Non-Veg,Rain,Plastic,5,Pimpri,88.1,0
3.6,Non-Veg,Storm,Paper,1,Hinjewadi,30.0,0
4.0,Veg,Storm,Paper,4,Wakad,28.0,0
2.7,Non-Veg,Rain,Foil,1,Hinjewadi,29.0,0
2.1,Non-Veg,Clear,Paper,0,Wakad,35.2,0
4.4,Veg,Rain,Plastic,2,Kothrud,87.0,0
1.0,Non-Veg,Rain,Foil,1,Wakad,44.7,0
2.1,Veg,Storm,Foil,4,Baner,88.6,1
2.6,Veg,Storm,Box,2,Koregaon Park,34.2,0
2.6,Non-Veg,Storm,Plastic,4,Koregaon Park,21.4,0
3.9,Veg,Storm,Plastic,1,Koregaon Park,85.7,0
3.9,Veg,Rain,Paper,2,Kothrud,83.3,1
2.0,Non-Veg,Rain,Foil,1,Swargate,38.6,1
1.2,Veg,Fog,Box,2,Kothrud,46.3,0
4.2,Veg,Storm,Foil,2,Pimpri,44.2,0
4.5,Non-Veg,Rain,Box,0,Kothrud,12.6,0
2.2,Veg,Rain,Plastic,1,Hinjewadi,23.5,0
4.9,Veg,Storm,Box,0,Kothrud,33.6,0
4.9,Veg,Rain,Paper,1,Viman Nagar,43.9,0
4.4,Veg,Fog,Paper,0,Swargate,40.8,0
1.1,Non-Veg,Fog,Paper,4,Swargate,55.3,1
2.1,Non-Veg,Storm,Box,1,Wakad,86.0,1
2.3,Non-Veg,Fog,Paper,2,Wakad,20.9,0
3.2,Veg,Rain,Foil,4,Wakad,62.2,1
2.7,Veg,Rain,Plastic,0,Wakad,46.4,0
1.8,Non-Veg,Fog,Box,5,Shivaji Nagar,89.5,1
2.0,Veg,Clear,Foil,1,Koregaon Park,68.4,1
1.8,Veg,Rain,Box,1,Pimpri,15.1,1
4.4,Veg,Rain,Plastic,2,Hadapsar,32.1,0
4.9,Veg,Storm,Paper,5,Hinjewadi,26.9,0
1.2,Non-Veg,Storm,Plastic,5,Baner,16.4,1
1.3,Veg,Rain,Plastic,2,Wakad,89.5,0
2.2,Veg,Fog,Paper,2,Kothrud,17.7,0
4.2,Veg,Fog,Foil,4,Pimpri,18.1,0
3.0,Non-Veg,Rain,Paper,0,Koregaon Park,22.0,0
1.3,Non-Veg,Clear,Plastic,2,Baner,48.7,1
4.1,Veg,Rain,Paper,1,Hadapsar,47.8,0
3.0,Non-Veg,Rain,Plastic,5,Hadapsar,33.0,0
2.4,Veg,Fog,Box,3,Shivaji Nagar,53.3,1
4.2,Veg,Storm,Box,1,Swargate,18.6,0
1.2,Veg,Rain,Box,4,Pimpri,24.5,1
1.7,Veg,Fog,Foil,5,Hinjewadi,83.4,1
4.4,Veg,Fog,Box,0,Hinjewadi,37.7,0
2.3,Non-Veg,Storm,Foil,2,Shivaji Nagar,62.8,1
1.5,Non-Veg,Fog,Paper,0,Hinjewadi,24.1,1
3.4,Non-Veg,Rain,Box,5,Hadapsar,28.2,0
3.3,Non-Veg,Fog,Foil,4,Viman Nagar,27.2,0
1.6,Veg,Storm,Plastic,5,Baner,82.9,0
2.1,Non-Veg,Rain,Box,4,Wakad,64.5,1
3.4,Non-Veg,Rain,Paper,4,Hinjewadi,47.1,0
3.7,Non-Veg,Rain,Paper,0,Baner,46.0,0
1.2,Non-Veg,Clear,Plastic,4,Swargate,19.2,1
4.1,Veg,Clear,Paper,3,Wakad,70.4,1
3.9,Veg,Clear,Plastic,0,Pimpri,35.8,0
3.9,Non-Veg,Fog,Plastic,5,Viman Nagar,55.9,0
1.4,Veg,Storm,Foil,4,Hinjewadi,52.5,1
2.1,Non-Veg,Rain,Plastic,3,Hinjewadi,13.1,1
2.4,Veg,Clear,Foil,0,Shivaji Nagar,46.0,1
3.8,Veg,Fog,Foil,0,Swargate,44.3,0
3.0,Veg,Fog,Box,4,Wakad,22.5,1
3.0,Veg,Clear,Paper,2,Shivaji Nagar,68.6,0
2.9,Non-Veg,Storm,Box,3,Pimpri,11.9,0
2.0,Veg,Storm,Paper,1,Pimpri,17.5,0
4.3,Veg,Storm,Plastic,2,Shivaji Nagar,45.8,0
4.0,Non-Veg,Fog,Paper,0,Hadapsar,65.3,0
2.0,Non-Veg,Storm,Foil,3,Viman Nagar,16.1,1
1.8,Veg,Rain,Plastic,1,Hinjewadi,38.3,1
1.6,Veg,Storm,Paper,0,Hinjewadi,42.5,0
1.9,Non-Veg,Clear,Plastic,1,Hinjewadi,37.0,0
4.4,Non-Veg,Rain,Plastic,4,Viman Nagar,38.1,0
1.8,Non-Veg,Clear,Box,1,Viman Nagar,12.4,0
2.2,Veg,Clear,Plastic,2,Swargate,68.7,1
2.7,Veg,Storm,Foil,5,Viman Nagar,63.5,1
1.4,Non-Veg,Fog,Foil,2,Hadapsar,15.5,0
2.0,Non-Veg,Storm,Paper,3,Viman Nagar,34.1,0
4.0,Veg,Clear,Box,4,Hadapsar,58.1,0
4.1,Veg,Rain,Box,4,Kothrud,79.5,1
4.6,Veg,Clear,Plastic,2,Kothrud,57.3,0
1.0,Veg,Fog,Box,3,Swargate,32.3,0
4.8,Non-Veg,Fog,Plastic,4,Pimpri,67.2,1
3.5,Non-Veg,Fog,Foil,4,Koregaon Park,63.7,0
1.0,Non-Veg,Storm,Plastic,3,Kothrud,41.9,1
4.2,Veg,Storm,Paper,3,Hadapsar,24.7,0
1.9,Non-Veg,Rain,Paper,3,Kothrud,81.5,0
4.3,Veg,Clear,Plastic,4,Pimpri,33.6,0
1.6,Non-Veg,Rain,Plastic,2,Swargate,31.8,1
5.0,Non-Veg,Storm,Plastic,0,Shivaji Nagar,71.3,0
3.6,Non-Veg,Rain,Plastic,4,Viman Nagar,83.9,0
4.3,Non-Veg,Clear,Plastic,1,Hinjewadi,71.0,1
1.8,Veg,Rain,Paper,0,Kothrud,12.0,0
2.8,Veg,Clear,Foil,3,Shivaji Nagar,12.4,0
3.5,Veg,Storm,Plastic,1,Hadapsar,86.1,0
3.5,Non-Veg,Fog,Foil,2,Shivaji Nagar,31.7,0
4.5,Non-Veg,Storm,Box,5,Wakad,88.6,1
3.4,Veg,Rain,Foil,1,Hadapsar,75.4,0
2.4,Veg,Fog,Foil,5,Hadapsar,45.7,1
3.9,Veg,Rain,Paper,0,Kothrud,74.9,0
3.6,Non-Veg,Clear,Plastic,0,Hinjewadi,75.1,1
4.8,Veg,Fog,Plastic,1,Pimpri,22.9,0
2.4,Non-Veg,Fog,Plastic,0,Pimpri,20.5,1
1.0,Non-Veg,Clear,Plastic,5,Hinjewadi,25.6,1
4.3,Non-Veg,Storm,Box,0,Swargate,48.0,0
2.0,Non-Veg,Clear,Box,4,Swargate,36.9,1
1.7,Veg,Clear,Paper,4,Wakad,28.5,1
1.9,Non-Veg,Rain,Foil,5,Pimpri,23.5,1
3.6,Non-Veg,Storm,Foil,5,Hadapsar,14.3,0
1.8,Veg,Fog,Box,2,Koregaon Park,76.3,1
3.3,Non-Veg,Fog,Plastic,1,Koregaon Park,37.1,0
3.0,Veg,Rain,Box,0,Kothrud,22.9,0
4.2,Veg,Rain,Foil,4,Viman Nagar,42.7,0
1.6,Veg,Clear,Paper,5,Hinjewadi,58.4,1
2.8,Veg,Clear,Foil,4,Baner,87.0,1
2.5,Non-Veg,Rain,Plastic,4,Kothrud,53.6,0
1.8,Veg,Clear,Paper,1,Baner,58.6,0
4.0,Veg,Storm,Box,1,Pimpri,44.8,0
3.7,Non-Veg,Fog,Foil,5,Wakad,70.1,0
3.0,Non-Veg,Rain,Box,5,Hinjewadi,81.2,1
3.7,Non-Veg,Clear,Plastic,2,Pimpri,41.8,1
4.9,Veg,Clear,Plastic,0,Viman Nagar,86.2,0
2.3,Veg,Fog,Plastic,3,Baner,20.4,1
4.5,Non-Veg,Fog,Plastic,1,Wakad,85.9,0
3.2,Veg,Fog,Plastic,2,Shivaji Nagar,35.9,0
3.0,Non-Veg,Clear,Paper,1,Hinjewadi,22.0,1
4.5,Veg,Rain,Paper,3,Hadapsar,73.1,1
4.9,Non-Veg,Clear,Paper,2,Koregaon Park,46.9,0
4.9,Veg,Storm,Paper,3,Hinjewadi,61.0,0
2.8,Non-Veg,Rain,Plastic,4,Wakad,76.1,1
3.1,Veg,Fog,Plastic,2,Kothrud,63.2,0
4.6,Non-Veg,Rain,Box,4,Kothrud,52.6,1
2.2,Non-Veg,Storm,Plastic,0,Baner,81.7,0
3.1,Non-Veg,Storm,Box,1,Baner,74.8,0
3.5,Non-Veg,Fog,Paper,1,Hinjewadi,43.5,0
3.3,Non-Veg,Clear,Plastic,4,Baner,52.0,0
1.0,Veg,Fog,Paper,0,Pimpri,58.9,1
2.3,Non-Veg,Rain,Box,4,Hinjewadi,69.2,1
4.7,Non-Veg,Storm,Box,2,Kothrud,76.3,1
2.3,Veg,Storm,Plastic,5,Shivaji Nagar,60.8,0
2.8,Non-Veg,Rain,Plastic,1,Pimpri,81.6,0
1.2,Non-Veg,Rain,Box,1,Shivaji Nagar,14.5,1
3.0,Veg,Storm,Box,2,Shivaji Nagar,11.3,1
4.6,Veg,Storm,Paper,1,Baner,49.8,0
4.9,Veg,Rain,Foil,3,Shivaji Nagar,46.1,0
2.7,Veg,Rain,Foil,3,Viman Nagar,79.5,0
3.5,Non-Veg,Rain,Plastic,1,Koregaon Park,62.2,1
3.3,Veg,Clear,Paper,4,Koregaon Park,56.0,0
4.7,Veg,Storm,Plastic,1,Pimpri,26.3,0
3.4,Veg,Clear,Paper,5,Pimpri,48.0,1
2.2,Non-Veg,Storm,Plastic,2,Koregaon Park,52.1,0
4.7,Non-Veg,Fog,Foil,0,Kothrud,78.1,1
4.6,Non-Veg,Clear,Box,0,Hadapsar,58.0,0
1.5,Veg,Rain,Plastic,0,Koregaon Park,67.9,1
1.5,Veg,Fog,Box,4,Pimpri,50.7,0
2.2,Veg,Rain,Box,1,Baner,42.9,1
1.3,Veg,Rain,Paper,1,Swargate,45.2,1
1.8,Non-Veg,Fog,Plastic,1,Wakad,57.5,0
4.7,Non-Veg,Storm,Paper,1,Koregaon Park,85.5,0
1.9,Non-Veg,Fog,Box,0,Swargate,73.6,1
2.4,Non-Veg,Clear,Plastic,5,Hadapsar,82.6,0
4.0,Non-Veg,Storm,Plastic,4,Wakad,56.6,1
4.8,Non-Veg,Storm,Box,3,Koregaon Park,60.7,0
3.1,Veg,Storm,Paper,2,Koregaon Park,41.9,0
2.9,Veg,Storm,Plastic,1,Kothrud,82.8,0
1.0,Non-Veg,Storm,Box,0,Kothrud,24.5,1
3.1,Non-Veg,Clear,Plastic,4,Koregaon Park,23.9,0
2.4,Veg,Fog,Box,0,Hadapsar,81.1,1
4.5,Veg,Fog,Box,5,Hadapsar,52.6,0
2.3,Non-Veg,Storm,Box,3,Hinjewadi,43.2,1
1.9,Non-Veg,Fog,Foil,0,Hadapsar,33.4,0
1.1,Non-Veg,Clear,Foil,0,Swargate,89.4,1
4.4,Non-Veg,Fog,Foil,2,Koregaon Park,55.9,0
2.9,Veg,Storm,Foil,5,Wakad,62.6,0
3.2,Veg,Clear,Box,5,Koregaon Park,66.4,1
3.6,Non-Veg,Clear,Box,2,Pimpri,10.6,0
2.1,Non-Veg,Storm,Box,1,Swargate,45.6,0
1.0,Veg,Storm,Paper,2,Hinjewadi,70.8,1
2.1,Veg,Storm,Foil,3,Kothrud,31.7,0
4.6,Veg,Storm,Box,4,Baner,87.1,1
3.5,Veg,Fog,Paper,4,Hadapsar,68.3,0
2.7,Veg,Rain,Paper,1,Wakad,86.5,0
3.3,Non-Veg,Clear,Foil,0,Pimpri,50.7,0
4.5,Non-Veg,Rain,Box,2,Hinjewadi,45.2,0
1.4,Non-Veg,Rain,Box,4,Swargate,24.1,1
5.0,Non-Veg,Storm,Box,5,Pimpri,32.6,1
2.0,Non-Veg,Fog,Foil,3,Hadapsar,43.9,0
2.3,Non-Veg,Storm,Box,3,Swargate,24.4,0
3.9,Non-Veg,Clear,Paper,5,Hadapsar,28.5,1
2.8,Non-Veg,Storm,Paper,4,Kothrud,33.2,1
3.6,Non-Veg,Storm,Paper,1,Kothrud,75.5,0
1.1,Non-Veg,Storm,Plastic,4,Koregaon Park,33.6,1
4.4,Non-Veg,Storm,Plastic,4,Shivaji Nagar,47.6,1
2.6,Non-Veg,Storm,Paper,3,Hadapsar,88.2,1
3.1,Non-Veg,Clear,Plastic,4,Viman Nagar,60.4,1
1.6,Non-Veg,Fog,Plastic,4,Wakad,29.3,1
3.7,Non-Veg,Rain,Plastic,2,Baner,81.6,0
4.4,Veg,Rain,Box,0,Viman Nagar,67.7,0
1.1,Veg,Storm,Foil,5,Swargate,41.9,0
2.4,Non-Veg,Clear,Foil,3,Swargate,18.6,1
3.1,Non-Veg,Storm,Foil,2,Koregaon Park,16.0,0
3.7,Veg,Rain,Paper,1,Hadapsar,59.8,0
4.6,Non-Veg,Rain,Paper,4,Kothrud,31.7,0
4.6,Veg,Storm,Box,2,Shivaji Nagar,26.0,0
1.1,Veg,Storm,Plastic,5,Pimpri,66.3,1
1.6,Veg,Clear,Plastic,1,Wakad,49.6,1
1.5,Non-Veg,Clear,Paper,5,Baner,41.3,0
4.1,Non-Veg,Storm,Plastic,1,Baner,81.4,0
3.1,Non-Veg,Clear,Paper,1,Viman Nagar,75.2,1
1.6,Veg,Clear,Foil,3,Pimpri,39.5,1
1.7,Veg,Fog,Plastic,1,Pimpri,42.0,1
2.4,Non-Veg,Storm,Plastic,1,Baner,17.2,0
3.2,Non-Veg,Rain,Box,2,Wakad,77.0,1
3.7,Non-Veg,Clear,Box,2,Hinjewadi,65.4,1
4.8,Veg,Fog,Foil,3,Swargate,36.7,0
4.5,Veg,Fog,Paper,3,Swargate,12.5,0
3.0,Non-Veg,Clear,Paper,5,Viman Nagar,18.8,1
1.3,Non-Veg,Clear,Foil,3,Wakad,87.1,1
4.8,Veg,Fog,Plastic,5,Viman Nagar,34.2,1
2.3,Non-Veg,Rain,Plastic,1,Hinjewadi,32.5,0
2.8,Veg,Rain,Plastic,1,Hadapsar,50.8,1
1.8,Non-Veg,Rain,Box,4,Hadapsar,62.0,1
1.5,Veg,Fog,Foil,4,Swargate,49.2,1
5.0,Non-Veg,Storm,Plastic,5,Baner,76.6,1
1.2,Veg,Clear,Paper,0,Baner,70.8,1
4.9,Non-Veg,Clear,Box,1,Pimpri,26.7,0
4.8,Veg,Rain,Box,1,Pimpri,70.8,0
2.7,Veg,Storm,Paper,3,Shivaji Nagar,79.9,0
1.3,Non-Veg,Fog,Paper,2,Koregaon Park,14.9,0
4.7,Veg,Clear,Foil,2,Wakad,61.4,1
1.3,Veg,Clear,Plastic,3,Pimpri,26.8,1
3.3,Non-Veg,Rain,Plastic,5,Baner,85.9,0
1.1,Veg,Storm,Box,4,Baner,80.5,0
3.1,Veg,Storm,Plastic,5,Pimpri,19.4,0
1.2,Non-Veg,Clear,Foil,4,Kothrud,76.2,1
4.2,Non-Veg,Clear,Paper,2,Hadapsar,80.9,1
4.4,Veg,Storm,Box,0,Shivaji Nagar,53.8,0
4.2,Non-Veg,Clear,Box,0,Hinjewadi,54.8,0
2.6,Veg,Clear,Paper,5,Baner,19.9,0
3.3,Non-Veg,Clear,Paper,0,Hinjewadi,15.8,0
5.0,Non-Veg,Clear,Paper,4,Wakad,51.5,0
2.5,Veg,Storm,Plastic,4,Hinjewadi,67.2,0
3.3,Non-Veg,Rain,Plastic,0,Shivaji Nagar,15.8,0
2.3,Non-Veg,Rain,Foil,3,Kothrud,26.7,1
1.4,Veg,Rain,Plastic,1,Baner,63.8,1
1.6,Veg,Clear,Plastic,2,Pimpri,43.7,0
1.7,Veg,Storm,Plastic,3,Wakad,82.5,0
1.1,Veg,Clear,Box,1,Pimpri,80.4,1
1.7,Non-Veg,Clear,Box,5,Hadapsar,77.7,1
2.3,Veg,Fog,Foil,2,Viman Nagar,87.6,1
3.6,Veg,Fog,Foil,2,Shivaji Nagar,63.1,0
3.8,Non-Veg,Fog,Paper,3,Hinjewadi,38.1,0
1.3,Veg,Rain,Plastic,1,Swargate,35.2,0
2.1,Non-Veg,Storm,Paper,1,Hinjewadi,39.9,1
3.4,Veg,Clear,Box,4,Pimpri,42.1,1
4.5,Non-Veg,Storm,Foil,2,Hinjewadi,24.6,0
1.2,Non-Veg,Rain,Paper,0,Baner,77.5,0
3.0,Non-Veg,Fog,Plastic,2,Pimpri,61.9,1
1.3,Veg,Rain,Plastic,4,Hinjewadi,38.5,0
4.1,Veg,Storm,Box,3,Kothrud,54.5,1
4.9,Non-Veg,Fog,Foil,5,Hadapsar,64.2,1
2.7,Veg,Clear,Paper,0,Hinjewadi,82.4,1
3.1,Non-Veg,Rain,Foil,1,Hadapsar,51.7,0
2.5,Non-Veg,Rain,Plastic,1,Kothrud,56.4,0
3.7,Veg,Storm,Foil,3,Hadapsar,21.0,0
4.2,Non-Veg,Storm,Paper,2,Koregaon Park,40.8,0
4.0,Non-Veg,Storm,Plastic,3,Baner,58.2,0
1.6,Non-Veg,Clear,Box,5,Wakad,87.9,1
3.5,Non-Veg,Rain,Foil,2,Kothrud,64.4,0
2.4,Non-Veg,Fog,Box,2,Pimpri,36.0,1
4.3,Veg,Rain,Plastic,2,Swargate,76.6,1
2.8,Non-Veg,Fog,Foil,1,Koregaon Park,35.1,0
3.5,Non-Veg,Rain,Foil,4,Swargate,69.7,0
4.6,Non-Veg,Clear,Plastic,5,Hinjewadi,78.8,0
3.1,Veg,Fog,Foil,5,Hinjewadi,69.4,1
2.7,Non-Veg,Fog,Box,5,Pimpri,34.1,1
4.0,Veg,Rain,Paper,5,Viman Nagar,42.1,1
2.2,Non-Veg,Fog,Box,1,Wakad,26.1,0
3.2,Veg,Clear,Paper,4,Hadapsar,46.7,1
4.1,Non-Veg,Storm,Box,4,Shivaji Nagar,32.1,1
1.7,Non-Veg,Fog,Plastic,5,Swargate,42.8,0
2.2,Veg,Clear,Box,5,Viman Nagar,28.9,1
4.8,Non-Veg,Clear,Plastic,3,Hinjewadi,30.9,0
3.1,Veg,Clear,Paper,3,Swargate,43.9,0
2.6,Veg,Storm,Foil,5,Swargate,73.7,1
4.6,Veg,Storm,Paper,1,Viman Nagar,54.2,0
2.7,Veg,Rain,Plastic,3,Swargate,41.8,0
3.4,Veg,Clear,Plastic,3,Wakad,14.5,0
2.0,Veg,Storm,Foil,1,Koregaon Park,35.4,1
3.6,Non-Veg,Fog,Paper,4,Viman Nagar,71.1,1
1.4,Non-Veg,Clear,Foil,2,Hinjewadi,78.7,0
4.8,Veg,Rain,Paper,3,Hinjewadi,28.2,0
2.4,Veg,Rain,Foil,0,Hinjewadi,55.3,1
1.8,Veg,Rain,Paper,0,Hadapsar,30.5,1
4.7,Non-Veg,Clear,Paper,2,Pimpri,84.6,1
1.3,Non-Veg,Clear,Plastic,5,Hadapsar,73.1,1
1.1,Veg,Rain,Paper,0,Wakad,86.9,1
1.0,Non-Veg,Fog,Foil,5,Kothrud,48.6,1
2.2,Veg,Fog,Foil,1,Viman Nagar,60.2,1
4.0,Veg,Rain,Paper,3,Baner,53.9,0
2.7,Non-Veg,Clear,Foil,3,Pimpri,84.4,0
2.0,Non-Veg,Fog,Foil,5,Shivaji Nagar,16.5,0
4.6,Veg,Rain,Paper,1,Shivaji Nagar,74.4,0
1.1,Non-Veg,Storm,Plastic,3,Shivaji Nagar,69.3,0
2.4,Non-Veg,Storm,Box,2,Koregaon Park,59.6,1
3.1,Non-Veg,Fog,Foil,3,Shivaji Nagar,87.2,0
1.9,Non-Veg,Fog,Foil,1,Koregaon Park,78.9,1
1.1,Non-Veg,Rain,Foil,4,Hinjewadi,34.5,1
2.6,Non-Veg,Fog,Foil,1,Pimpri,50.2,1
2.7,Non-Veg,Clear,Plastic,1,Wakad,11.1,0
2.3,Veg,Rain,Foil,2,Koregaon Park,43.9,1
2.9,Veg,Rain,Paper,0,Shivaji Nagar,89.3,0
2.8,Veg,Clear,Plastic,1,Koregaon Park,15.6,0
1.4,Non-Veg,Rain,Foil,2,Kothrud,56.1,0
4.2,Veg,Rain,Box,0,Hadapsar,13.2,0
3.6,Veg,Rain,Plastic,0,Shivaji Nagar,79.8,0
1.4,Veg,Storm,Box,5,Viman Nagar,45.9,0
4.0,Non-Veg,Storm,Paper,4,Koregaon Park,63.7,0
1.9,Veg,Clear,Box,3,Pimpri,52.7,1
4.7,Non-Veg,Rain,Paper,0,Wakad,55.3,0
3.5,Non-Veg,Clear,Plastic,5,Kothrud,27.5,0
3.7,Veg,Clear,Foil,2,Pimpri,85.7,1
4.4,Non-Veg,Rain,Box,1,Kothrud,72.9,1
4.6,Non-Veg,Storm,Foil,3,Swargate,85.3,1
1.2,Non-Veg,Storm,Plastic,3,Koregaon Park,89.1,0
2.5,Veg,Rain,Box,4,Baner,57.0,0
3.9,Non-Veg,Rain,Paper,1,Shivaji Nagar,51.8,0
2.6,Veg,Storm,Foil,0,Viman Nagar,89.2,0
1.4,Non-Veg,Clear,Box,5,Shivaji Nagar,69.7,1
2.7,Veg,Fog,Paper,1,Hadapsar,36.0,1
1.7,Veg,Rain,Paper,5,Baner,44.3,1
2.2,Non-Veg,Clear,Paper,1,Hadapsar,36.6,1
2.2,Veg,Fog,Plastic,2,Kothrud,81.9,1
1.6,Veg,Fog,Foil,5,Hinjewadi,72.4,1
2.8,Non-Veg,Clear,Plastic,2,Hinjewadi,63.8,0
2.8,Veg,Fog,Box,1,Hadapsar,67.2,0
2.2,Veg,Fog,Paper,4,Pimpri,30.3,1
1.2,Veg,Rain,Plastic,0,Viman Nagar,88.3,1
2.7,Veg,Fog,Plastic,0,Viman Nagar,42.9,0
1.4,Non-Veg,Fog,Plastic,0,Pimpri,13.3,1
4.8,Non-Veg,Clear,Paper,4,Kothrud,62.9,0
