order_time,delivery_time,driver_rating,food_type,distance_km,weather_condition,packaging_type,customer_past_complaints,city,complaint
2025-07-09 17:31:03,2025-07-09 18:51:03,2.6,Pizza,4.53,Rain,Foil,3,Baner,1
2025-07-09 06:28:05,2025-07-09 06:58:05,3.4,Burger,14.67,Clear,Paper,3,Baner,0
2025-07-09 15:41:48,2025-07-09 16:01:48,1.3,Dessert,13.57,Storm,Foil,2,Pimple Saudagar,1
2025-07-09 09:24:17,2025-07-09 10:05:17,1.7,Burger,5.86,Clear,Plastic,3,Pimple Saudagar,0
2025-07-10 08:49:56,2025-07-10 09:18:56,2.9,Sandwich,4.87,Storm,Box,3,Pimple Saudagar,0
2025-07-09 15:29:03,2025-07-09 16:31:03,1.6,Burger,4.45,Rain,Foil,3,Viman Nagar,1
2025-07-10 01:37:55,2025-07-10 02:54:55,3.3,Burger,9.32,Fog,Box,4,Magarpatta,1
2025-07-09 21:45:25,2025-07-09 23:06:25,2.1,Indian,11.72,Storm,Box,4,Viman Nagar,1
2025-07-08 21:35:22,2025-07-08 22:55:22,4.1,Sandwich,7.04,Clear,Foil,2,Koregaon Park,0
2025-07-08 13:07:37,2025-07-08 13:34:37,4.8,Indian,7.33,Fog,Box,5,Koregaon Park,1
2025-07-09 17:07:03,2025-07-09 18:35:03,2.7,Burger,8.82,Rain,Foil,3,Hadapsar,1
2025-07-09 15:29:33,2025-07-09 16:46:33,1.8,Sandwich,8.27,Clear,Plastic,1,Bavdhan,0
2025-07-09 07:22:18,2025-07-09 08:25:18,2.5,Sandwich,6.44,Rain,Plastic,4,Hadapsar,1
2025-07-08 17:33:49,2025-07-08 18:02:49,3.1,Pizza,2.91,Fog,Paper,1,Hinjewadi,0
2025-07-10 01:13:05,2025-07-10 01:40:05,2.8,Pizza,8.47,Rain,Foil,5,Kothrud,1
2025-07-09 05:28:28,2025-07-09 06:06:28,2.8,Pizza,14.5,Fog,Box,4,Baner,1
2025-07-09 05:06:04,2025-07-09 05:48:04,3.4,Chinese,13.57,Clear,Box,5,Bavdhan,1
2025-07-09 13:59:41,2025-07-09 15:19:41,4.9,Indian,2.86,Storm,Box,3,Viman Nagar,0
2025-07-08 18:21:07,2025-07-08 19:37:07,4.5,Pizza,8.66,Clear,Foil,4,Viman Nagar,1
2025-07-09 11:21:42,2025-07-09 11:57:42,2.4,Burger,14.73,Rain,Box,3,Aundh,1
2025-07-09 18:05:44,2025-07-09 18:54:44,1.9,Burger,10.65,Fog,Plastic,0,Baner,0
2025-07-09 21:03:07,2025-07-09 21:41:07,2.5,Indian,9.67,Storm,Box,5,Bavdhan,1
2025-07-08 17:32:21,2025-07-08 18:12:21,1.6,Pizza,10.6,Fog,Paper,3,Pimple Saudagar,0
2025-07-10 02:31:57,2025-07-10 03:01:57,4.2,Pizza,4.24,Fog,Paper,2,Kharadi,0
2025-07-10 05:28:47,2025-07-10 06:23:47,2.3,Pizza,11.51,Rain,Foil,2,Magarpatta,1
2025-07-09 17:23:10,2025-07-09 18:35:10,4.3,Burger,11.62,Storm,Plastic,4,Camp,1
2025-07-09 20:51:17,2025-07-09 21:39:17,3.2,Indian,11.82,Fog,Box,4,Baner,0
2025-07-09 23:47:43,2025-07-10 00:44:43,4.6,Chinese,6.2,Fog,Box,4,Viman Nagar,1
2025-07-10 04:12:14,2025-07-10 05:24:14,1.2,Dessert,13.96,Storm,Box,5,Aundh,1
2025-07-09 01:19:56,2025-07-09 01:43:56,1.0,Dessert,2.22,Fog,Foil,3,Kothrud,1
2025-07-10 01:11:57,2025-07-10 02:05:57,1.7,Chinese,9.91,Rain,Foil,3,Pashan,1
2025-07-10 09:33:36,2025-07-10 10:16:36,1.2,Pizza,8.88,Clear,Foil,2,Pimple Saudagar,0
2025-07-08 17:46:12,2025-07-08 19:12:12,1.8,Indian,13.87,Storm,Foil,4,Kothrud,1
2025-07-09 12:19:24,2025-07-09 13:00:24,5.0,Burger,13.47,Storm,Plastic,4,Kharadi,0
2025-07-10 08:05:34,2025-07-10 09:34:34,4.2,Burger,3.42,Rain,Box,0,Kharadi,1
2025-07-10 09:37:49,2025-07-10 10:46:49,3.1,Indian,11.37,Rain,Foil,0,Wakad,1
2025-07-09 08:12:30,2025-07-09 08:35:30,1.8,Dessert,1.75,Fog,Plastic,5,Aundh,1
2025-07-09 11:05:13,2025-07-09 12:13:13,3.5,Sandwich,9.59,Clear,Foil,2,Aundh,0
2025-07-10 09:23:29,2025-07-10 10:40:29,4.2,Dessert,11.13,Storm,Foil,1,Camp,1
2025-07-09 02:17:11,2025-07-09 03:01:11,1.6,Burger,14.58,Fog,Box,1,Bavdhan,0
2025-07-10 03:59:29,2025-07-10 05:24:29,2.6,Indian,3.89,Clear,Paper,1,Magarpatta,1
2025-07-09 22:17:46,2025-07-09 23:05:46,3.7,Chinese,4.31,Storm,Paper,3,Pashan,1
2025-07-09 22:40:07,2025-07-09 23:02:07,1.0,Sandwich,2.11,Clear,Plastic,3,Hadapsar,1
2025-07-10 00:43:02,2025-07-10 02:10:02,2.5,Indian,7.23,Storm,Plastic,3,Pashan,0
2025-07-09 09:32:10,2025-07-09 10:26:10,1.1,Chinese,8.76,Fog,Box,3,Magarpatta,1
2025-07-10 03:11:16,2025-07-10 04:06:16,3.7,Dessert,12.32,Fog,Plastic,2,Baner,0
2025-07-08 21:51:43,2025-07-08 22:54:43,1.1,Pizza,7.79,Storm,Paper,2,Baner,0
2025-07-10 04:27:54,2025-07-10 04:47:54,3.1,Chinese,1.73,Fog,Paper,1,Kothrud,0
2025-07-09 04:15:47,2025-07-09 05:18:47,1.3,Chinese,5.12,Fog,Plastic,3,Aundh,0
2025-07-09 22:11:40,2025-07-09 22:41:40,3.2,Indian,13.63,Fog,Plastic,2,Aundh,1
2025-07-09 15:55:13,2025-07-09 16:33:13,4.4,Chinese,13.44,Fog,Box,1,Kothrud,1
2025-07-09 10:17:52,2025-07-09 11:14:52,2.3,Indian,10.78,Rain,Box,4,Aundh,0
2025-07-08 21:18:44,2025-07-08 22:11:44,1.8,Pizza,13.84,Clear,Box,1,Kharadi,0
2025-07-08 17:00:21,2025-07-08 17:48:21,1.8,Sandwich,9.58,Storm,Foil,0,Koregaon Park,1
2025-07-09 16:18:15,2025-07-09 17:28:15,3.5,Chinese,11.09,Clear,Foil,3,Pimple Saudagar,0
2025-07-10 01:28:28,2025-07-10 02:04:28,1.3,Indian,14.32,Rain,Paper,5,Hinjewadi,0
2025-07-09 06:14:45,2025-07-09 07:40:45,1.4,Sandwich,8.59,Fog,Foil,5,Hinjewadi,1
2025-07-10 05:01:52,2025-07-10 06:09:52,3.0,Sandwich,12.78,Clear,Box,3,Kharadi,1
2025-07-10 04:25:00,2025-07-10 05:32:00,2.3,Indian,9.15,Storm,Foil,3,Kothrud,1
2025-07-10 06:27:18,2025-07-10 07:28:18,2.6,Chinese,13.84,Rain,Foil,5,Hadapsar,1
2025-07-09 01:33:02,2025-07-09 02:18:02,1.1,Chinese,8.13,Storm,Box,4,Wakad,1
2025-07-09 16:18:25,2025-07-09 16:53:25,1.0,Chinese,3.61,Rain,Plastic,5,Kharadi,1
2025-07-09 00:49:53,2025-07-09 01:10:53,4.6,Pizza,6.89,Storm,Plastic,1,Camp,1
2025-07-09 23:13:08,2025-07-09 23:54:08,3.4,Chinese,13.13,Rain,Box,2,Shivaji Nagar,1
2025-07-08 18:13:31,2025-07-08 19:02:31,1.1,Chinese,14.37,Rain,Foil,2,Pashan,1
2025-07-08 23:44:32,2025-07-09 00:16:32,4.3,Pizza,10.8,Clear,Box,0,Pashan,0
2025-07-10 09:18:11,2025-07-10 10:07:11,3.9,Pizza,5.87,Storm,Plastic,3,Koregaon Park,1
2025-07-09 04:10:59,2025-07-09 04:55:59,2.6,Sandwich,8.69,Rain,Plastic,0,Hinjewadi,0
2025-07-10 09:44:33,2025-07-10 10:14:33,2.0,Burger,14.96,Rain,Paper,3,Kharadi,1
2025-07-08 13:33:09,2025-07-08 13:59:09,4.2,Burger,2.1,Storm,Foil,0,Wakad,1
2025-07-09 08:23:55,2025-07-09 09:36:55,5.0,Pizza,14.52,Storm,Paper,2,Kothrud,1
2025-07-09 21:56:05,2025-07-09 22:55:05,4.1,Chinese,9.78,Storm,Plastic,4,Magarpatta,1
2025-07-08 20:02:30,2025-07-08 21:24:30,1.7,Chinese,14.53,Rain,Box,3,Hadapsar,1
2025-07-09 23:24:28,2025-07-10 00:24:28,4.1,Chinese,5.11,Fog,Foil,3,Hinjewadi,1
2025-07-10 00:45:01,2025-07-10 01:38:01,1.3,Sandwich,4.88,Fog,Plastic,5,Aundh,1
2025-07-09 08:14:26,2025-07-09 09:24:26,2.0,Burger,12.0,Storm,Paper,2,Koregaon Park,1
2025-07-09 19:39:34,2025-07-09 20:10:34,2.1,Pizza,2.84,Clear,Foil,1,Camp,0
2025-07-08 15:24:05,2025-07-08 15:51:05,2.7,Dessert,13.28,Rain,Paper,2,Magarpatta,1
2025-07-09 01:54:55,2025-07-09 03:01:55,3.8,Burger,7.47,Clear,Box,0,Kharadi,0
2025-07-10 05:30:44,2025-07-10 06:06:44,1.8,Dessert,14.35,Rain,Paper,4,Hinjewadi,1
2025-07-08 11:06:26,2025-07-08 11:42:26,2.6,Indian,2.24,Storm,Foil,3,Pimple Saudagar,1
2025-07-09 04:25:13,2025-07-09 05:21:13,2.7,Burger,14.7,Storm,Plastic,2,Hinjewadi,1
2025-07-09 08:33:39,2025-07-09 09:48:39,3.7,Sandwich,13.79,Storm,Paper,5,Viman Nagar,1
2025-07-09 09:04:35,2025-07-09 09:52:35,3.1,Burger,3.8,Storm,Paper,2,Viman Nagar,0
2025-07-09 04:53:17,2025-07-09 05:20:17,3.7,Sandwich,6.75,Storm,Box,0,Wakad,1
2025-07-09 04:17:43,2025-07-09 05:39:43,1.4,Burger,13.7,Storm,Box,2,Baner,0
2025-07-08 19:20:56,2025-07-08 20:13:56,4.4,Burger,10.03,Rain,Foil,3,Magarpatta,1
2025-07-09 16:42:21,2025-07-09 17:33:21,1.6,Dessert,10.71,Fog,Paper,2,Bavdhan,0
2025-07-10 04:49:36,2025-07-10 06:11:36,3.7,Chinese,12.28,Storm,Foil,4,Hadapsar,1
2025-07-08 14:48:47,2025-07-08 16:05:47,3.9,Chinese,9.86,Clear,Foil,5,Hinjewadi,1
2025-07-10 02:23:41,2025-07-10 03:44:41,3.0,Chinese,13.81,Storm,Box,4,Pimple Saudagar,1
2025-07-09 12:43:20,2025-07-09 13:18:20,3.6,Pizza,2.79,Storm,Paper,2,Viman Nagar,1
2025-07-09 01:00:32,2025-07-09 02:08:32,1.4,Indian,9.5,Clear,Box,2,Camp,1
2025-07-09 00:15:51,2025-07-09 01:36:51,3.6,Chinese,11.44,Clear,Foil,0,Shivaji Nagar,0
2025-07-08 13:09:57,2025-07-08 13:32:57,4.7,Pizza,10.47,Clear,Box,0,Pimple Saudagar,1
2025-07-09 18:54:58,2025-07-09 20:09:58,2.4,Sandwich,10.84,Rain,Plastic,2,Bavdhan,1
2025-07-08 18:09:22,2025-07-08 18:59:22,2.8,Sandwich,13.19,Clear,Foil,5,Kharadi,1
2025-07-09 15:35:00,2025-07-09 15:59:00,2.3,Sandwich,5.18,Storm,Box,2,Pashan,0
2025-07-08 22:21:37,2025-07-08 23:13:37,1.6,Burger,1.06,Storm,Box,0,Pashan,1
2025-07-08 12:28:56,2025-07-08 13:25:56,4.3,Dessert,10.79,Rain,Plastic,0,Baner,1
2025-07-09 00:25:55,2025-07-09 01:34:55,3.6,Burger,3.22,Rain,Plastic,3,Kothrud,0
2025-07-09 00:27:51,2025-07-09 01:30:51,2.2,Sandwich,10.46,Clear,Box,3,Aundh,1
2025-07-09 15:33:03,2025-07-09 16:57:03,4.7,Pizza,9.23,Fog,Box,3,Shivaji Nagar,1
2025-07-08 19:43:59,2025-07-08 20:23:59,2.0,Chinese,1.45,Rain,Paper,1,Kothrud,1
2025-07-10 07:48:51,2025-07-10 08:37:51,1.1,Burger,1.78,Storm,Box,2,Pimple Saudagar,1
2025-07-08 22:46:34,2025-07-08 23:26:34,2.3,Burger,7.34,Fog,Plastic,2,Pashan,1
2025-07-09 16:47:28,2025-07-09 17:36:28,2.9,Sandwich,11.51,Clear,Foil,2,Magarpatta,1
2025-07-09 12:39:55,2025-07-09 13:05:55,4.5,Burger,5.05,Storm,Plastic,0,Kharadi,1
2025-07-09 02:42:53,2025-07-09 03:46:53,4.0,Burger,1.95,Rain,Plastic,1,Pashan,1
2025-07-09 21:27:40,2025-07-09 22:36:40,4.2,Dessert,13.56,Rain,Plastic,3,Wakad,1
2025-07-09 09:26:20,2025-07-09 10:32:20,1.5,Burger,1.35,Rain,Box,5,Baner,1
2025-07-08 14:45:07,2025-07-08 15:36:07,3.0,Burger,14.46,Clear,Foil,5,Camp,1
2025-07-08 13:40:50,2025-07-08 14:42:50,4.8,Burger,6.73,Fog,Foil,2,Viman Nagar,0
2025-07-10 05:29:47,2025-07-10 05:57:47,3.0,Dessert,7.22,Fog,Paper,1,Aundh,0
2025-07-08 19:27:25,2025-07-08 20:32:25,4.0,Sandwich,4.5,Fog,Paper,3,Magarpatta,0
2025-07-10 01:39:58,2025-07-10 02:19:58,3.1,Burger,12.39,Storm,Foil,3,Kothrud,1
2025-07-10 10:29:46,2025-07-10 11:46:46,3.1,Chinese,12.61,Fog,Paper,3,Kothrud,1
2025-07-09 03:23:28,2025-07-09 04:24:28,3.1,Pizza,3.62,Rain,Plastic,4,Aundh,0
2025-07-08 12:35:43,2025-07-08 13:11:43,2.7,Sandwich,3.84,Storm,Paper,0,Bavdhan,1
2025-07-08 15:27:03,2025-07-08 16:40:03,3.5,Pizza,11.35,Storm,Plastic,5,Wakad,1
2025-07-09 15:25:26,2025-07-09 16:04:26,1.2,Chinese,4.33,Clear,Plastic,4,Wakad,0
2025-07-09 10:15:15,2025-07-09 11:03:15,2.5,Chinese,6.81,Rain,Box,5,Pashan,1
2025-07-09 19:16:25,2025-07-09 20:37:25,2.3,Chinese,2.82,Clear,Paper,4,Wakad,1
2025-07-09 22:40:52,2025-07-09 23:22:52,4.2,Pizza,10.62,Storm,Foil,4,Viman Nagar,1
2025-07-09 01:39:10,2025-07-09 02:06:10,1.5,Sandwich,8.39,Storm,Box,0,Viman Nagar,0
2025-07-09 06:20:36,2025-07-09 06:44:36,2.6,Dessert,4.3,Rain,Box,2,Kothrud,1
2025-07-09 04:53:07,2025-07-09 05:39:07,2.1,Burger,11.77,Clear,Box,5,Magarpatta,1
2025-07-08 23:20:34,2025-07-08 23:49:34,2.8,Sandwich,9.17,Rain,Paper,4,Kothrud,1
2025-07-08 14:31:33,2025-07-08 15:28:33,2.7,Indian,14.96,Clear,Box,1,Pashan,0
2025-07-09 03:59:46,2025-07-09 04:19:46,2.9,Pizza,13.71,Storm,Box,1,Viman Nagar,1
2025-07-09 12:31:46,2025-07-09 13:16:46,3.6,Dessert,1.17,Clear,Foil,0,Kharadi,0
2025-07-10 02:35:02,2025-07-10 03:03:02,1.7,Chinese,5.65,Storm,Foil,0,Pashan,0
2025-07-09 08:38:20,2025-07-09 10:06:20,2.2,Indian,8.39,Rain,Foil,0,Pashan,1
2025-07-09 04:47:54,2025-07-09 05:54:54,3.5,Burger,12.36,Rain,Box,3,Hadapsar,1
2025-07-09 00:06:16,2025-07-09 01:11:16,3.0,Sandwich,9.48,Storm,Plastic,1,Kharadi,1
2025-07-10 06:08:05,2025-07-10 06:52:05,4.7,Pizza,2.35,Rain,Paper,3,Hadapsar,1
2025-07-10 05:42:10,2025-07-10 06:57:10,3.6,Pizza,1.15,Rain,Box,0,Hadapsar,1
2025-07-08 20:06:40,2025-07-08 20:52:40,2.3,Chinese,12.99,Storm,Box,4,Baner,1
2025-07-10 04:01:03,2025-07-10 05:29:03,2.9,Burger,13.13,Fog,Paper,0,Aundh,1
2025-07-09 13:04:01,2025-07-09 14:24:01,3.6,Burger,8.67,Storm,Foil,3,Shivaji Nagar,1
2025-07-08 22:01:39,2025-07-08 23:23:39,2.3,Dessert,2.42,Storm,Foil,5,Aundh,1
2025-07-10 00:01:20,2025-07-10 00:28:20,1.1,Chinese,13.2,Fog,Paper,1,Camp,1
2025-07-08 19:40:49,2025-07-08 20:36:49,4.9,Burger,6.96,Rain,Foil,4,Aundh,1
2025-07-08 17:36:33,2025-07-08 18:01:33,4.9,Pizza,13.44,Clear,Plastic,5,Baner,1
2025-07-10 06:59:51,2025-07-10 07:28:51,2.7,Dessert,3.79,Fog,Paper,4,Magarpatta,0
2025-07-08 18:03:55,2025-07-08 19:31:55,1.5,Chinese,8.4,Clear,Foil,3,Camp,0
2025-07-09 21:42:57,2025-07-09 23:12:57,2.2,Burger,7.95,Storm,Paper,5,Hinjewadi,1
2025-07-09 22:03:21,2025-07-09 23:29:21,2.8,Chinese,11.01,Storm,Paper,3,Aundh,1
2025-07-09 08:30:31,2025-07-09 09:16:31,1.3,Burger,7.17,Storm,Box,0,Baner,1
2025-07-10 07:22:30,2025-07-10 08:49:30,2.0,Sandwich,14.86,Storm,Box,1,Pimple Saudagar,1
2025-07-08 22:03:25,2025-07-08 22:45:25,2.3,Indian,9.48,Rain,Box,5,Kothrud,1
2025-07-09 19:24:18,2025-07-09 20:14:18,1.8,Chinese,9.78,Fog,Box,4,Wakad,1
2025-07-09 11:56:52,2025-07-09 13:00:52,2.8,Burger,14.58,Storm,Box,0,Magarpatta,1
2025-07-09 08:08:46,2025-07-09 09:30:46,4.0,Dessert,8.77,Fog,Foil,4,Koregaon Park,1
2025-07-08 17:32:23,2025-07-08 18:21:23,1.1,Sandwich,3.59,Rain,Paper,4,Hinjewadi,0
2025-07-09 20:36:16,2025-07-09 21:32:16,2.4,Indian,3.42,Rain,Plastic,2,Koregaon Park,1
2025-07-08 14:24:00,2025-07-08 15:10:00,3.0,Dessert,12.26,Storm,Box,4,Magarpatta,1
2025-07-09 11:05:16,2025-07-09 12:04:16,2.3,Dessert,9.43,Clear,Box,3,Kharadi,1
2025-07-08 14:16:34,2025-07-08 15:33:34,1.1,Chinese,8.51,Clear,Box,2,Wakad,1
2025-07-09 13:11:39,2025-07-09 13:32:39,1.0,Dessert,14.55,Fog,Foil,0,Viman Nagar,1
2025-07-09 05:17:26,2025-07-09 06:43:26,2.2,Sandwich,11.32,Storm,Box,3,Pimple Saudagar,1
2025-07-08 13:03:47,2025-07-08 14:33:47,3.3,Chinese,5.2,Rain,Foil,5,Camp,0
2025-07-08 21:00:27,2025-07-08 21:22:27,3.1,Pizza,9.89,Clear,Foil,2,Shivaji Nagar,0
2025-07-10 08:20:37,2025-07-10 08:46:37,3.8,Chinese,3.12,Fog,Paper,3,Koregaon Park,1
2025-07-09 20:47:41,2025-07-09 21:37:41,1.4,Pizza,5.12,Rain,Foil,2,Shivaji Nagar,0
2025-07-08 12:16:54,2025-07-08 13:24:54,3.4,Sandwich,5.13,Clear,Plastic,4,Viman Nagar,1
2025-07-08 16:13:03,2025-07-08 17:39:03,4.5,Sandwich,5.69,Rain,Plastic,2,Bavdhan,1
2025-07-08 16:06:38,2025-07-08 17:32:38,3.8,Burger,12.58,Rain,Plastic,0,Pashan,0
2025-07-09 22:43:51,2025-07-09 23:35:51,1.7,Indian,8.64,Fog,Plastic,4,Hadapsar,1
2025-07-10 05:41:40,2025-07-10 06:31:40,1.7,Dessert,1.02,Fog,Foil,1,Camp,0
2025-07-10 02:30:43,2025-07-10 02:53:43,4.1,Indian,5.28,Rain,Plastic,3,Camp,0
2025-07-08 17:54:00,2025-07-08 18:24:00,1.8,Burger,7.59,Clear,Foil,5,Bavdhan,1
2025-07-09 17:55:24,2025-07-09 18:38:24,2.8,Indian,1.36,Clear,Box,5,Kothrud,1
2025-07-09 20:00:25,2025-07-09 21:00:25,1.1,Burger,10.27,Clear,Plastic,4,Baner,0
2025-07-10 01:38:11,2025-07-10 03:02:11,4.5,Pizza,6.56,Fog,Plastic,0,Wakad,0
2025-07-09 23:30:58,2025-07-10 00:22:58,4.4,Chinese,2.89,Clear,Plastic,0,Hadapsar,0
2025-07-08 22:33:09,2025-07-08 23:16:09,1.6,Indian,5.12,Clear,Box,1,Kharadi,0
2025-07-09 01:22:57,2025-07-09 02:01:57,3.8,Indian,8.71,Clear,Paper,1,Koregaon Park,0
2025-07-09 13:26:06,2025-07-09 13:46:06,3.4,Pizza,7.36,Rain,Box,2,Wakad,0
2025-07-10 07:18:27,2025-07-10 08:24:27,2.5,Chinese,2.63,Storm,Paper,2,Kharadi,1
2025-07-10 10:12:46,2025-07-10 10:41:46,4.9,Indian,10.92,Rain,Plastic,1,Wakad,0
2025-07-09 10:42:33,2025-07-09 11:04:33,3.8,Sandwich,13.48,Rain,Foil,3,Viman Nagar,0
2025-07-09 01:01:27,2025-07-09 01:53:27,3.3,Burger,1.25,Fog,Foil,5,Bavdhan,1
2025-07-09 04:24:25,2025-07-09 04:50:25,1.9,Indian,3.85,Storm,Box,1,Kothrud,0
2025-07-09 13:53:46,2025-07-09 14:15:46,2.6,Dessert,13.34,Storm,Foil,2,Hinjewadi,0
2025-07-10 06:07:15,2025-07-10 07:15:15,3.8,Burger,13.8,Clear,Paper,3,Baner,1
2025-07-09 10:40:45,2025-07-09 11:26:45,4.3,Dessert,10.18,Fog,Box,2,Pimple Saudagar,0
2025-07-08 11:19:14,2025-07-08 11:53:14,3.2,Chinese,8.35,Fog,Plastic,3,Shivaji Nagar,1
2025-07-09 13:47:54,2025-07-09 14:46:54,2.9,Burger,9.71,Clear,Box,4,Hadapsar,0
2025-07-09 09:19:22,2025-07-09 10:11:22,2.2,Chinese,14.13,Rain,Box,2,Hadapsar,1
2025-07-08 19:09:38,2025-07-08 19:37:38,3.3,Chinese,3.29,Fog,Box,1,Kothrud,0
2025-07-08 19:08:35,2025-07-08 19:45:35,1.4,Chinese,6.47,Fog,Box,4,Pashan,1
2025-07-09 00:09:21,2025-07-09 01:07:21,1.6,Chinese,13.93,Fog,Foil,3,Pimple Saudagar,0
2025-07-10 00:34:39,2025-07-10 01:42:39,2.7,Dessert,8.17,Fog,Foil,3,Shivaji Nagar,0
2025-07-09 05:00:51,2025-07-09 05:29:51,3.9,Sandwich,12.2,Clear,Plastic,1,Baner,0
2025-07-08 17:25:51,2025-07-08 17:47:51,2.1,Dessert,5.41,Storm,Paper,1,Hadapsar,1
2025-07-09 00:51:30,2025-07-09 01:36:30,3.4,Sandwich,10.05,Clear,Box,4,Bavdhan,1
2025-07-08 16:28:18,2025-07-08 17:10:18,3.7,Chinese,3.13,Clear,Paper,4,Aundh,0
2025-07-09 21:10:40,2025-07-09 21:49:40,3.2,Chinese,10.11,Clear,Paper,3,Koregaon Park,0
2025-07-09 04:41:14,2025-07-09 06:06:14,3.4,Sandwich,9.26,Rain,Plastic,0,Pimple Saudagar,1
2025-07-08 18:37:16,2025-07-08 19:02:16,4.3,Sandwich,4.85,Storm,Plastic,2,Viman Nagar,0
2025-07-10 04:32:31,2025-07-10 05:10:31,3.2,Pizza,12.48,Storm,Foil,1,Viman Nagar,1
2025-07-09 20:06:35,2025-07-09 20:58:35,1.2,Pizza,8.77,Rain,Box,3,Kharadi,1
2025-07-10 07:02:30,2025-07-10 08:00:30,1.8,Indian,6.29,Fog,Paper,4,Wakad,0
2025-07-09 13:27:27,2025-07-09 14:15:27,4.6,Chinese,5.28,Fog,Foil,4,Koregaon Park,1
2025-07-09 04:33:53,2025-07-09 05:21:53,2.2,Indian,3.88,Fog,Box,3,Viman Nagar,0
2025-07-09 05:08:43,2025-07-09 06:24:43,1.5,Sandwich,11.72,Fog,Box,4,Koregaon Park,0
2025-07-08 20:29:39,2025-07-08 21:45:39,3.5,Chinese,2.45,Storm,Paper,2,Magarpatta,0
2025-07-08 15:32:50,2025-07-08 15:59:50,2.5,Dessert,13.57,Storm,Box,3,Shivaji Nagar,1
2025-07-09 02:30:38,2025-07-09 03:38:38,3.3,Chinese,11.72,Rain,Foil,0,Aundh,0
2025-07-10 08:04:28,2025-07-10 08:57:28,4.0,Sandwich,14.12,Rain,Box,4,Hadapsar,1
2025-07-08 13:05:44,2025-07-08 13:27:44,2.1,Burger,13.71,Fog,Box,1,Aundh,1
2025-07-09 10:13:24,2025-07-09 11:40:24,3.3,Chinese,11.3,Rain,Box,5,Wakad,1
2025-07-09 01:27:28,2025-07-09 02:34:28,4.5,Dessert,10.92,Storm,Foil,3,Camp,1
2025-07-08 18:45:19,2025-07-08 19:50:19,1.4,Sandwich,8.68,Clear,Plastic,5,Kothrud,0
2025-07-08 13:28:42,2025-07-08 13:59:42,3.3,Sandwich,13.45,Storm,Box,2,Shivaji Nagar,1
2025-07-09 09:01:01,2025-07-09 10:01:01,2.0,Sandwich,4.77,Rain,Box,5,Hinjewadi,0
2025-07-10 02:37:19,2025-07-10 03:22:19,2.7,Sandwich,6.66,Clear,Box,3,Kothrud,0
2025-07-08 11:36:19,2025-07-08 12:21:19,2.0,Burger,9.24,Rain,Foil,0,Shivaji Nagar,0
2025-07-08 21:59:41,2025-07-08 22:30:41,2.6,Burger,14.07,Storm,Plastic,5,Baner,0
2025-07-08 22:26:32,2025-07-08 22:50:32,2.6,Chinese,8.78,Fog,Plastic,1,Hadapsar,0
2025-07-09 08:28:02,2025-07-09 09:34:02,3.5,Pizza,3.5,Storm,Foil,3,Pimple Saudagar,1
2025-07-08 15:38:04,2025-07-08 16:00:04,1.3,Dessert,5.22,Storm,Plastic,5,Hadapsar,1
2025-07-08 16:55:18,2025-07-08 18:24:18,4.8,Dessert,14.69,Clear,Foil,4,Pimple Saudagar,1
2025-07-09 14:15:05,2025-07-09 15:06:05,1.3,Burger,1.18,Storm,Paper,0,Aundh,1
2025-07-10 05:07:16,2025-07-10 06:15:16,1.2,Indian,6.51,Rain,Plastic,5,Hinjewadi,1
2025-07-09 13:56:02,2025-07-09 14:56:02,4.9,Dessert,7.91,Fog,Box,2,Magarpatta,0
2025-07-10 05:19:38,2025-07-10 06:26:38,3.3,Indian,7.01,Storm,Plastic,0,Magarpatta,0
2025-07-09 04:40:19,2025-07-09 05:15:19,5.0,Indian,8.34,Fog,Plastic,3,Pimple Saudagar,0
2025-07-09 02:45:03,2025-07-09 03:42:03,2.8,Indian,4.42,Fog,Paper,1,Shivaji Nagar,1
2025-07-09 20:30:35,2025-07-09 21:59:35,3.2,Burger,2.61,Clear,Foil,0,Hadapsar,0
2025-07-08 16:51:22,2025-07-08 18:02:22,1.3,Sandwich,8.43,Clear,Plastic,2,Magarpatta,1
2025-07-09 03:17:31,2025-07-09 04:37:31,2.9,Pizza,11.42,Rain,Paper,5,Baner,0
2025-07-10 01:40:38,2025-07-10 02:03:38,1.8,Chinese,11.46,Rain,Plastic,5,Bavdhan,1
2025-07-09 23:13:05,2025-07-10 00:38:05,4.1,Burger,13.83,Fog,Box,1,Bavdhan,1
2025-07-08 17:17:06,2025-07-08 18:03:06,3.6,Indian,12.87,Rain,Box,1,Magarpatta,1
2025-07-10 05:04:50,2025-07-10 06:15:50,4.6,Sandwich,3.19,Rain,Box,5,Pashan,1
2025-07-08 22:33:16,2025-07-08 23:59:16,2.8,Burger,14.93,Clear,Foil,1,Viman Nagar,0
2025-07-08 12:24:24,2025-07-08 13:47:24,1.7,Pizza,8.71,Clear,Paper,0,Kothrud,1
2025-07-10 02:09:41,2025-07-10 02:48:41,3.5,Chinese,5.03,Clear,Foil,3,Bavdhan,0
2025-07-09 05:53:33,2025-07-09 06:32:33,4.8,Pizza,10.98,Storm,Plastic,3,Bavdhan,0
2025-07-09 10:00:14,2025-07-09 10:37:14,3.1,Sandwich,10.74,Storm,Box,5,Baner,0
2025-07-10 07:06:53,2025-07-10 07:39:53,5.0,Pizza,14.75,Fog,Box,2,Pashan,1
